순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
2112,115570,스타플렉스,"4,250","-235","-5.2","132,010","562,533,650","4,530","4,530","4,110","32,685,079,750","0.00","7,690,607",,,
2113,052770,아이톡시,"4,460","0","0.0","0","0","0","0","0","32,518,212,340","0.00","7,291,079",,,
2114,237750,피앤씨테크,"5,000","-310","-5.8","56,633","288,382,260","5,310","5,330","4,910","32,483,000,000","0.00","6,496,600",,,
2115,082660,코스나인,"1,515","135","9.8","1,764,554","2,614,940,705","1,370","1,560","1,365","32,399,538,510","0.00","21,385,834",,,
2116,091440,텔레필드,"3,520","-250","-6.6","242,408","872,244,060","3,770","3,820","3,510","32,299,080,000","0.00","9,175,875",,,
2117,018500,동원금속,"690","-9","-1.3","427,376","287,102,560","694","713","650","32,260,903,770","0.00","46,754,933",,,
2118,032080,아즈텍WB,"1,495","-105","-6.6","164,810","251,809,690","1,590","1,595","1,485","32,129,088,355","0.00","21,491,029",,,
2119,222810,한류AI센터,"502","0","0.0","1,754,070","890,225,749","504","529","490","32,119,942,398","0.00","63,983,949",,,
2120,026040,제이에스티나,"1,945","-100","-4.9","76,482","152,021,735","2,055","2,195","1,850","32,099,871,550","0.00","16,503,790",,,
2121,279600,미디어젠,"6,920","-120","-1.7","27,181","187,892,410","6,920","7,070","6,800","32,096,904,520","0.00","4,638,281",,,
2122,150440,피노텍,"3,355","-270","-7.4","14,138","47,611,250","3,620","3,685","3,160","32,091,957,260","0.00","9,565,412",,,
2123,065690,파커스,"2,290","-160","-6.5","71,251","166,213,320","2,460","2,480","2,260","31,976,435,610","0.00","13,963,509",,,
2124,007770,한일화학,"9,040","-300","-3.2","11,064","100,251,080","9,340","9,340","8,820","31,730,400,000","0.00","3,510,000",,,
2125,086220,네추럴FNP,"3,000","100","3.4","1","3,000","3,000","3,000","3,000","31,721,595,000","0.00","10,573,865",,,
2126,122690,서진오토모티브,"1,620","-65","-3.9","44,355","73,229,205","1,685","1,735","1,615","31,656,818,520","0.00","19,541,246",,,
2127,254120,자비스,"1,555","-150","-8.8","877,664","1,405,305,370","1,710","1,740","1,525","31,571,905,180","0.00","20,303,476",,,
2128,071950,코아스,"1,020","-35","-3.3","436,142","440,721,107","1,055","1,060","990","31,525,354,200","0.00","30,907,210",,,
2129,154040,솔루에타,"2,420","-220","-8.3","248,591","616,169,635","2,605","2,660","2,385","31,411,953,320","0.00","12,980,146",,,
2130,297570,알로이스,"1,810","-95","-5.0","161,317","295,612,235","1,915","1,915","1,785","31,366,239,340","0.00","17,329,414",,,
2131,081580,성우전자,"2,010","-105","-5.0","67,888","136,539,885","2,110","2,110","1,950","31,171,367,430","0.00","15,508,143",,,
2132,085670,뉴프렉스,"1,470","-105","-6.7","632,064","935,834,515","1,560","1,585","1,420","31,099,377,330","0.00","21,156,039",,,
2133,251960,엠에프엠코리아,"2,900","0","0.0","0","0","0","0","0","31,086,515,200","0.00","10,719,488",,,
2134,033050,제이엠아이,"954","-51","-5.1","308,211","294,000,312","1,005","1,005","922","31,080,692,268","0.00","32,579,342",,,
2135,032960,동일기연,"9,120","-50","-0.6","3,962","36,081,540","9,090","9,170","9,060","31,074,658,080","0.00","3,407,309",,,
2136,025880,케이씨피드,"1,855","-80","-4.1","134,848","253,708,575","1,935","1,945","1,835","31,007,916,590","0.00","16,715,858",,,
2137,071090,하이스틸,"15,500","-900","-5.5","10,068","158,151,150","16,400","16,400","15,450","30,999,132,000","0.00","1,999,944",,,
2138,056090,유앤아이,"3,980","-240","-5.7","29,756","120,900,895","4,190","4,255","3,930","30,904,278,120","0.00","7,764,894",,,
2139,009835,한화솔루션우,"27,350","-1,900","-6.5","133,022","3,774,793,950","29,250","29,750","27,100","30,734,206,950","0.00","1,123,737",,,
2140,212560,네오오토,"3,880","35","0.9","85,938","337,596,810","3,845","4,090","3,845","30,554,856,440","0.00","7,874,963",,,
2141,134060,이퓨쳐,"6,400","-240","-3.6","202,523","1,306,866,870","6,640","6,670","6,300","30,523,200,000","0.00","4,769,250",,,
2142,009810,엔케이물산,"363","-149","-29.1","19,509,246","7,453,960,834","391","412","363","30,338,969,364","0.00","83,578,428",,,
2143,035290,더블유에프엠,"11,750","0","0.0","0","0","0","0","0","30,199,109,750","0.00","2,570,137",,,
2144,258250,셀젠텍,"7,480","-10","-0.1","85","637,180","7,650","7,650","7,460","30,176,855,720","0.00","4,034,339",,,
2145,079170,한창산업,"5,800","-100","-1.7","74,971","438,582,950","5,900","5,940","5,710","30,160,000,000","0.00","5,200,000",,,
2146,003280,흥아해운,"258","0","0.0","0","0","0","0","0","30,117,000,222","0.00","116,732,559",,,
2147,096640,멜파스,"1,035","-25","-2.4","225,407","231,899,885","1,090","1,090","1,000","30,113,010,360","0.00","29,094,696",,,
2148,187790,나노,"1,165","-75","-6.0","236,761","281,439,855","1,240","1,250","1,150","30,054,501,075","0.00","25,797,855",,,
2149,101400,엔시트론,"1,085","-65","-5.6","132,481","146,311,305","1,125","1,150","1,075","30,050,789,300","0.00","27,696,580",,,
2150,024850,피에스엠씨,"750","-47","-5.9","36,433","28,083,431","805","805","750","30,012,392,250","0.00","40,016,523",,,
2151,072950,빛샘전자,"5,000","-320","-6.0","77,471","396,442,910","5,280","5,380","4,955","30,000,000,000","0.00","6,000,000",,,
2152,317860,노드메이슨,"8,000","100","1.3","1,437","11,496,000","8,000","8,000","8,000","29,962,064,000","0.00","3,745,258",,,
2153,009140,경인전자,"19,000","-150","-0.8","10,189","200,319,250","19,200","20,750","18,950","29,845,143,000","0.00","1,570,797",,,
2154,192390,윈하이텍,"2,795","120","4.5","173,205","471,537,255","2,690","2,795","2,595","29,786,024,320","0.00","10,656,896",,,
2155,216280,원텍,"6,650","-350","-5.0","826","5,780,270","7,890","7,890","6,640","29,773,380,000","0.00","4,477,200",,,
2156,101390,아이엠,"705","-43","-5.8","641,930","455,873,644","742","752","690","29,767,334,850","0.00","42,223,170",,,
2157,002690,동일제강,"1,980","-150","-7.0","389,646","788,554,670","2,110","2,145","1,925","29,700,000,000","0.00","15,000,000",,,
2158,069140,누리플랜,"5,220","-60","-1.1","97,172","496,085,710","5,300","5,330","4,960","29,638,648,440","0.00","5,677,902",,,
2159,084870,TBH글로벌,"1,420","-85","-5.6","122,125","176,256,305","1,525","1,530","1,385","29,616,682,980","0.00","20,856,819",,,
2160,239890,피엔에이치테크,"14,300","-50","-0.4","0","0","0","0","0","29,601,000,000","0.00","2,070,000",,,
2161,012170,키위미디어그룹,"150","0","0.0","0","0","0","0","0","29,592,697,500","0.00","197,284,650",,,
2162,275630,에스에스알,"5,100","-210","-4.0","37,644","193,490,530","5,310","5,310","5,050","29,552,261,100","0.00","5,794,561",,,
2163,093640,다믈멀티미디어,"2,545","-75","-2.9","89,614","230,753,290","2,620","2,695","2,490","29,316,506,520","0.00","11,519,256",,,
2164,236030,씨알푸드,"14,800","0","0.0","0","0","0","0","0","29,304,000,000","0.00","1,980,000",,,
2165,014910,성문전자,"1,500","-65","-4.2","170,981","256,759,155","1,560","1,565","1,455","29,230,285,500","0.00","19,486,857",,,
2166,343090,단디바이오,"5,320","-50","-0.9","5,456","27,971,040","5,370","5,370","5,020","29,038,289,000","0.00","5,458,325",,,
2167,184230,SGA솔루션즈,"791","-24","-2.9","146,092","116,816,135","819","820","776","29,010,742,103","0.00","36,676,033",,,
2168,003925,남양유업우,"173,500","-14,000","-7.5","2,832","499,323,000","187,500","189,500","170,500","28,915,857,000","0.00","166,662",,,
2169,258540,스템랩,"16,550","300","1.8","74","1,195,300","15,100","16,750","15,100","28,763,734,500","0.00","1,737,990",,,
2170,032860,글로스퍼랩스,"391","90","29.9","21,861,360","8,000,050,014","303","391","300","28,761,506,440","0.00","73,558,840",,,
2171,032280,삼일,"1,760","-75","-4.1","38,721","69,332,840","1,845","1,855","1,745","28,535,918,400","0.00","16,213,590",,,
2172,054630,에이디칩스,"627","-38","-5.7","697,567","441,321,097","653","661","623","28,493,675,793","0.00","45,444,459",,,
2173,015020,이스타코,"661","-55","-7.7","403,162","272,056,125","716","726","655","28,324,907,600","0.00","42,851,600",,,
2174,127160,매직마이크로,"430","-28","-6.1","719,130","315,143,845","458","470","420","28,304,241,740","0.00","65,823,818",,,
2175,010420,한솔PNS,"1,375","-60","-4.2","129,557","180,204,590","1,435","1,435","1,370","28,177,891,500","0.00","20,493,012",,,
2176,900070,글로벌에스엠,"518","-21","-3.9","146,304","76,473,746","538","538","500","27,839,375,424","0.00","53,743,968",,,
2177,011230,삼화전자,"2,655","-130","-4.7","167,368","439,307,410","2,785","2,835","2,530","27,765,830,700","0.00","10,457,940",,,
2178,048830,엔피케이,"1,475","-35","-2.3","85,543","125,503,945","1,520","1,520","1,445","27,617,786,425","0.00","18,723,923",,,
2179,135160,지오씨,"2,880","0","0.0","3,168","8,888,490","2,805","2,880","2,805","27,579,839,040","0.00","9,576,333",,,
2180,191410,육일씨엔에쓰,"2,945","-335","-10.2","62,297","188,531,735","3,280","3,280","2,900","27,574,099,790","0.00","9,363,022",,,
2181,001465,BYC우,"128,000","-4,500","-3.4","800","102,380,500","132,500","132,500","126,000","27,569,280,000","0.00","215,385",,,
2182,241510,이에스산업,"4,600","0","0.0","0","0","0","0","0","27,521,800,000","0.00","5,983,000",,,
2183,197140,디지캡,"3,710","0","0.0","38,151","139,997,925","3,810","3,810","3,600","27,488,588,330","0.00","7,409,323",,,
2184,123330,제닉,"3,920","-255","-6.1","41,887","167,800,010","4,175","4,190","3,910","27,440,000,000","0.00","7,000,000",,,
2185,225590,패션플랫폼,"1,030","-45","-4.2","134,335","142,397,850","1,075","1,105","1,030","27,435,814,390","0.00","26,636,713",,,
2186,003475,유안타증권우,"2,105","-75","-3.4","203,907","428,510,350","2,180","2,185","2,080","27,180,206,260","0.00","12,912,212",,,
2187,108675,LG하우시스우,"26,250","-1,350","-4.9","10,427","273,954,300","27,650","27,650","25,100","27,098,662,500","0.00","1,032,330",,,
2188,18064K,한진칼우,"50,400","-2,100","-4.0","19,096","976,567,900","52,800","52,800","50,200","27,053,006,400","0.00","536,766",,,
2189,211050,인카금융서비스,"6,000","-200","-3.2","350","2,100,000","6,000","6,000","6,000","26,963,940,000","0.00","4,493,990",,,
2190,066430,와이오엠,"1,700","5","0.3","559,624","971,601,700","1,695","1,820","1,650","26,954,751,200","0.00","15,855,736",,,
2191,023960,에쓰씨엔지니어링,"1,070","-95","-8.2","92,706","102,642,620","1,150","1,195","1,070","26,767,748,090","0.00","25,016,587",,,
2192,189860,서전기전,"2,755","-145","-5.0","89,874","250,002,930","2,965","2,965","2,695","26,720,138,900","0.00","9,698,780",,,
2193,200580,메디쎄이,"7,680","-10","-0.1","1,526","11,449,780","7,960","7,960","7,450","26,712,261,120","0.00","3,478,159",,,
2194,060380,동양에스텍,"2,670","-50","-1.8","7,350","19,641,075","2,720","2,720","2,630","26,700,000,000","0.00","10,000,000",,,
2195,010640,진양폴리,"2,665","-155","-5.5","54,264","147,033,840","2,820","2,840","2,600","26,650,000,000","0.00","10,000,000",,,
2196,087730,에스모 머티리얼즈,"2,720","0","0.0","0","0","0","0","0","26,570,513,120","0.00","9,768,571",,,
2197,033110,코너스톤네트웍스,"204","0","0.0","0","0","0","0","0","26,473,567,764","0.00","129,772,391",,,
2198,317530,캐리소프트,"3,915","-180","-4.4","52,835","208,270,050","4,095","4,100","3,800","26,470,082,340","0.00","6,761,196",,,
2199,023790,동일철강,"3,585","5","0.1","44,519","156,525,865","3,580","3,635","3,305","26,332,129,725","0.00","7,345,085",,,
2200,191600,티케이씨,"9,200","-150","-1.6","49","411,320","9,190","9,200","7,960","26,220,000,000","0.00","2,850,000",,,
2201,093380,풍강,"2,650","-170","-6.0","156,468","419,614,955","2,820","2,825","2,540","26,180,179,450","0.00","9,879,313",,,
2202,054410,케이피티유,"5,170","-180","-3.4","270,395","1,419,085,330","5,350","5,550","5,080","26,160,200,000","0.00","5,060,000",,,
2203,153460,네이블,"4,005","-240","-5.6","14,353","59,267,580","4,245","4,250","4,005","26,152,706,070","0.00","6,530,014",,,
2204,043260,성호전자,"734","-91","-11.0","862,974","667,196,928","825","830","734","26,128,963,562","0.00","35,598,043",,,
2205,172580,하이골드12호,"2,000","-5","-0.2","35,692","70,574,125","2,005","2,025","1,965","26,089,000,000","0.00","13,044,500",,,
2206,090150,광진윈텍,"2,695","-150","-5.3","60,669","166,549,840","2,845","2,845","2,675","26,029,369,135","0.00","9,658,393",,,
2207,000885,한화우,"54,200","-3,900","-6.7","54,164","3,055,323,200","58,800","59,200","53,600","25,977,734,800","0.00","479,294",,,
2208,076340,관악산업,"5,250","-30","-0.6","9,716","50,062,000","5,250","5,260","5,150","25,575,165,000","0.00","4,871,460",,,
2209,001420,태원물산,"3,350","-15","-0.4","66,136","220,369,155","3,365","3,450","3,245","25,460,000,000","0.00","7,600,000",,,
2210,007530,영신금속,"1,980","-30","-1.5","284,772","562,887,095","2,010","2,070","1,930","25,409,276,640","0.00","12,832,968",,,
2211,066110,한프,"480","0","0.0","0","0","0","0","0","25,343,808,000","0.00","52,799,600",,,
2212,004920,씨아이테크,"1,010","-35","-3.4","106,719","108,578,080","1,050","1,075","1,000","25,321,479,720","0.00","25,070,772",,,
2213,049470,SGA,"523","-22","-4.0","126,401","66,250,129","550","550","515","25,293,456,227","0.00","48,362,249",,,
2214,002420,세기상사,"61,600","0","0.0","0","0","0","0","0","25,107,667,200","0.00","407,592",,,
2215,900110,이스트아시아홀딩스,"230","0","0.0","0","0","0","0","0","25,070,157,780","0.00","109,000,686",,,
2216,233990,질경이,"1,790","0","0.0","279","497,100","2,010","2,010","1,565","24,999,705,640","0.00","13,966,316",,,
2217,059100,아이컴포넌트,"3,525","-175","-4.7","28,463","101,114,575","3,700","3,700","3,410","24,924,781,500","0.00","7,070,860",,,
2218,222670,플럼라인생명과학,"8,800","0","0.0","3,108","27,272,980","8,290","9,200","8,290","24,834,040,000","0.00","2,822,050",,,
2219,140910,에이리츠,"6,530","-130","-2.0","22,834","148,931,930","6,700","6,700","6,430","24,766,820,750","0.00","3,792,775",,,
2220,006200,한국전자홀딩스,"526","-9","-1.7","98,443","51,607,977","529","535","510","24,618,449,536","0.00","46,803,136",,,
2221,036180,에이프런티어,"1,205","0","0.0","0","0","0","0","0","24,540,206,985","0.00","20,365,317",,,
2222,009620,삼보산업,"644","-30","-4.4","281,736","184,948,846","676","680","644","24,531,406,424","0.00","38,092,246",,,
2223,067770,세진티에스,"2,910","-165","-5.4","98,738","291,491,275","3,075","3,180","2,830","24,434,085,630","0.00","8,396,593",,,
2224,348840,데이드림엔터,"29,000","3,750","14.8","13","288,450","21,500","29,000","21,500","24,432,500,000","0.00","842,500",,,
2225,900080,에스앤씨엔진그룹,"197","0","0.0","0","0","0","0","0","24,380,639,821","0.00","123,759,593",,,
2226,181340,이즈미디어,"3,445","-105","-3.0","153,513","531,983,745","3,545","3,720","3,335","24,380,609,500","0.00","7,077,100",,,
2227,178600,대동고려삼,"5,470","0","0.0","49","228,670","4,650","5,470","4,650","24,339,312,000","0.00","4,449,600",,,
2228,003495,대한항공우,"21,750","-1,250","-5.4","79,321","1,732,024,850","22,700","22,950","21,300","24,159,769,500","0.00","1,110,794",,,
2229,196700,웹스,"1,755","-175","-9.1","296,560","533,798,400","1,930","1,930","1,730","24,040,825,380","0.00","13,698,476",,,
2230,098660,에스티오,"1,910","-10","-0.5","55,373","105,314,185","1,920","1,935","1,860","23,876,864,160","0.00","12,500,976",,,
2231,033430,디에스티,"370","0","0.0","0","0","0","0","0","23,750,763,610","0.00","64,191,253",,,
2232,008830,대동기어,"2,630","-120","-4.4","24,593","65,980,120","2,775","2,795","2,600","23,637,177,600","0.00","8,987,520",,,
2233,021880,메이슨캐피탈,"238","-14","-5.6","499,841","121,019,595","253","253","237","23,605,889,104","0.00","99,184,408",,,
2234,130740,티피씨글로벌,"2,280","-145","-6.0","158,401","364,053,855","2,400","2,420","2,225","23,539,812,120","0.00","10,324,479",,,
2235,001685,대상우,"17,100","-750","-4.2","29,446","514,818,950","17,850","17,950","16,950","23,430,813,300","0.00","1,370,223",,,
2236,000087,하이트진로2우B,"20,700","-400","-1.9","5,384","112,129,150","21,100","21,600","20,300","23,393,856,600","0.00","1,130,138",,,
2237,001770,신화실업,"19,150","-350","-1.8","3,782","72,398,300","19,500","19,750","18,900","23,264,913,700","0.00","1,214,878",,,
2238,009730,코센,"193","15","8.4","40,004,048","8,195,016,648","180","219","177","23,172,839,711","0.00","120,066,527",,,
2239,187270,신화콘텍,"2,275","-120","-5.0","27,209","63,247,015","2,395","2,395","2,245","23,077,247,375","0.00","10,143,845",,,
2240,158300,에스에이티이엔지,"6,970","-1,220","-14.9","688","4,819,760","8,100","8,100","6,970","23,045,154,950","0.00","3,306,335",,,
2241,281310,바이오시네틱스,"8,700","0","0.0","1","8,700","8,700","8,700","8,700","22,923,543,000","0.00","2,634,890",,,
2242,236340,메디젠휴먼케어,"9,850","-140","-1.4","1,933","18,288,310","9,990","10,000","9,230","22,703,186,200","0.00","2,304,892",,,
2243,043100,솔고바이오,"392","0","0.0","0","0","0","0","0","22,641,609,536","0.00","57,759,208",,,
2244,900120,씨케이에이치,"205","-8","-3.8","228,515","47,843,590","215","216","205","22,632,913,685","0.00","110,404,457",,,
2245,044780,에이치케이,"1,195","-60","-4.8","477,129","579,702,075","1,250","1,255","1,180","22,114,415,465","0.00","18,505,787",,,
2246,008355,남선알미우,"71,400","-4,100","-5.4","25,983","1,869,867,300","75,500","75,500","68,700","21,983,346,000","0.00","307,890",,,
2247,004365,세방우,"5,950","-70","-1.2","1,095","6,499,810","6,050","6,050","5,900","21,951,037,500","0.00","3,689,250",,,
2248,039740,한국정보공학,"2,735","-90","-3.2","17,014","46,832,560","2,825","2,835","2,725","21,930,315,795","0.00","8,018,397",,,
2249,011300,성안,"385","-22","-5.4","339,714","132,458,225","410","410","374","21,890,276,100","0.00","56,857,860",,,
2250,003415,쌍용양회우,"14,150","-400","-2.8","6,497","90,710,050","14,300","14,600","13,600","21,843,142,750","0.00","1,543,685",,,
2251,058450,일야,"685","0","0.0","0","0","0","0","0","21,741,900,000","0.00","31,740,000",,,
2252,134580,디엠티,"1,915","15","0.8","189,504","373,818,375","1,915","2,080","1,885","21,543,750,000","0.00","11,250,000",,,
2253,020400,대동금속,"8,260","-250","-2.9","14,319","120,466,140","8,510","8,660","8,250","21,539,692,860","0.00","2,607,711",,,
2254,179530,애드바이오텍,"13,000","-2,200","-14.5","200","2,600,000","13,000","13,000","13,000","21,472,555,000","0.00","1,651,735",,,
2255,161570,THE MIDONG,"1,555","-125","-7.4","90,298","143,145,685","1,680","1,725","1,515","21,446,227,230","0.00","13,791,786",,,
2256,263540,샘코,"2,015","0","0.0","0","0","0","0","0","21,385,084,175","0.00","10,612,945",,,
2257,153360,하이골드3호,"1,320","-10","-0.8","5,114","6,754,045","1,330","1,330","1,320","21,317,722,800","0.00","16,149,790",,,
2258,053660,현진소재,"400","0","0.0","0","0","0","0","0","21,280,401,200","0.00","53,201,003",,,
2259,214310,세미콘라이트,"793","-65","-7.6","726,119","586,576,073","850","850","790","21,119,408,349","0.00","26,632,293",,,
2260,175140,인포마크,"5,760","-80","-1.4","68,329","429,898,950","5,840","6,970","5,450","21,042,754,560","0.00","3,653,256",,,
2261,204210,모두투어리츠,"2,680","-120","-4.3","6,664","18,033,290","2,810","2,810","2,675","20,975,864,200","0.00","7,826,815",,,
2262,115610,이미지스,"2,710","-170","-5.9","11,196","30,669,450","2,880","2,880","2,675","20,783,336,880","0.00","7,669,128",,,
2263,084180,수성,"1,310","-30","-2.2","233,276","317,390,565","1,350","1,425","1,305","20,782,481,900","0.00","15,864,490",,,
2264,149010,아이케이세미콘,"6,650","0","0.0","0","0","0","0","0","20,748,000,000","0.00","3,120,000",,,
2265,000225,유유제약1우,"18,300","100","0.6","300,088","5,706,668,150","18,150","20,200","17,800","20,742,409,500","0.00","1,133,465",,,
2266,101670,코리아에스이,"1,095","-70","-6.0","259,856","285,146,530","1,165","1,195","1,050","20,695,500,000","0.00","18,900,000",,,
2267,000725,현대건설우,"208,500","-16,500","-7.3","6,513","1,390,511,500","225,000","225,000","205,000","20,611,476,000","0.00","98,856",,,
2268,107640,한중엔시에스,"5,400","200","3.8","10","54,000","5,400","5,400","5,400","20,493,000,000","0.00","3,795,000",,,
2269,043360,디지아이,"2,270","-5","-0.2","158,096","369,267,225","2,270","2,435","2,155","20,430,000,000","0.00","9,000,000",,,
2270,212310,휴벡셀,"4,950","580","13.3","10","46,390","4,990","4,990","4,500","20,366,423,550","0.00","4,114,429",,,
2271,001515,SK증권우,"5,150","-270","-5.0","140,636","729,441,940","5,420","5,420","5,070","20,149,447,100","0.00","3,912,514",,,
2272,215090,이디티,"770","0","0.0","0","0","0","0","0","20,131,439,790","0.00","26,144,727",,,
2273,206950,볼빅,"4,800","-250","-5.0","4,604","22,020,195","4,800","4,980","4,700","20,079,998,400","0.00","4,183,333",,,
2274,250030,진코스텍,"8,300","-150","-1.8","1,410","10,956,260","8,450","8,450","7,560","19,982,416,000","0.00","2,407,520",,,
2275,331660,한국미라클피플사,"18,050","0","0.0","0","0","0","0","0","19,855,000,000","0.00","1,100,000",,,
2276,010580,지코,"306","0","0.0","0","0","0","0","0","19,761,980,616","0.00","64,581,636",,,
2277,238170,엔에스엠,"945","-3","-0.3","1,113","1,001,745","900","945","900","19,632,076,380","0.00","20,774,684",,,
2278,299480,지앤이헬스케어,"1,760","-50","-2.8","601","1,057,760","1,760","1,760","1,760","19,537,307,680","0.00","11,100,743",,,
2279,309900,티티씨디펜스,"1,950","0","0.0","0","0","0","0","0","19,500,000,000","0.00","10,000,000",,,
2280,217880,틸론,"5,800","-290","-4.8","6,700","35,780,580","5,250","5,800","5,210","19,315,844,400","0.00","3,330,318",,,
2281,039230,에이아이비트,"181","0","0.0","0","0","0","0","0","19,251,625,713","0.00","106,362,573",,,
2282,066830,제노텍,"3,395","-40","-1.2","903","2,979,285","3,400","3,440","3,200","19,008,730,615","0.00","5,599,037",,,
2283,221800,유투바이오,"10,000","0","0.0","0","0","0","0","0","19,005,100,000","0.00","1,900,510",,,
2284,026910,광진실업,"2,950","-120","-3.9","85,676","253,751,495","3,075","3,075","2,845","18,895,944,750","0.00","6,405,405",,,
2285,199150,데이터스트림즈,"4,600","-100","-2.1","238","1,068,530","4,405","4,640","4,400","18,848,950,800","0.00","4,097,598",,,
2286,141020,포티스,"108","0","0.0","0","0","0","0","0","18,839,533,608","0.00","174,440,126",,,
2287,163430,디피코,"5,200","0","0.0","459","2,298,470","5,500","5,500","4,800","18,775,900,000","0.00","3,610,750",,,
2288,215570,크로넥스,"5,890","200","3.5","2,572","12,504,290","6,510","6,510","4,840","18,774,375,000","0.00","3,187,500",,,
2289,058420,제이웨이,"864","-6","-0.7","19,847","17,672,398","875","920","856","18,728,849,376","0.00","21,676,909",,,
2290,160600,이큐셀,"310","0","0.0","0","0","0","0","0","18,642,222,930","0.00","60,136,203",,,
2291,001745,SK네트웍스우,"162,500","-8,000","-4.7","2,184","359,772,500","171,000","171,000","161,500","18,467,800,000","0.00","113,648",,,
2292,323350,다원넥스뷰,"24,650","-4,300","-14.8","100","2,465,000","24,650","24,650","24,650","17,994,500,000","0.00","730,000",,,
2293,145995,삼양사우,"46,950","-3,450","-6.8","8,818","416,218,550","49,800","50,300","44,600","17,374,786,500","0.00","370,070",,,
2294,319400,엔에이치스팩14호,"2,010","0","0.0","0","0","0","0","0","17,326,200,000","0.00","8,620,000",,,
2295,121850,코이즈,"1,090","-80","-6.8","258,896","288,310,645","1,170","1,190","1,065","16,798,553,530","0.00","15,411,517",,,
2296,148780,비플라이소프트,"3,450","-60","-1.7","5,001","17,425,885","3,860","3,860","3,430","16,372,734,000","0.00","4,745,720",,,
2297,112190,KC산업,"2,285","20","0.9","1,389","3,042,110","2,195","2,285","2,105","16,281,203,105","0.00","7,125,253",,,
2298,096870,엘디티,"2,390","-140","-5.5","42,844","103,502,490","2,525","2,530","2,380","15,961,376,000","0.00","6,678,400",,,
2299,323940,케이비제18호스팩,"2,000","-5","-0.2","23,026","46,052,165","2,000","2,005","2,000","15,644,000,000","0.00","7,822,000",,,
2300,244880,나눔테크,"3,095","190","6.5","1","3,095","3,095","3,095","3,095","15,536,900,000","0.00","5,020,000",,,
2301,120780,전우정밀,"5,010","0","0.0","0","0","0","0","0","15,531,000,000","0.00","3,100,000",,,
2302,278990,파인이엠텍,"4,200","-310","-6.9","5","24,920","5,180","5,180","4,200","15,221,732,400","0.00","3,624,222",,,
2303,114120,크루셜텍,"1,385","-15","-1.1","81,857","112,589,240","1,400","1,440","1,350","15,181,421,275","0.00","10,961,315",,,
2304,058530,슈펙스비앤피,"116","0","0.0","7,303,566","854,003,234","117","124","113","15,170,977,176","0.00","130,784,286",,,
2305,224880,SGA임베디드,"2,800","0","0.0","0","0","0","0","0","15,170,862,000","0.00","5,418,165",,,
2306,000075,삼양홀딩스우,"49,800","-2,200","-4.2","3,690","182,473,100","52,000","52,800","48,700","15,142,088,400","0.00","304,058",,,
2307,291230,삼성스팩2호,"2,000","-5","-0.2","12,558","25,114,380","2,005","2,005","1,995","15,100,000,000","0.00","7,550,000",,,
2308,025890,한국주강,"1,320","-20","-1.5","21,374","28,093,670","1,340","1,350","1,270","14,928,221,880","0.00","11,309,259",,,
2309,002355,넥센타이어1우B,"2,290","-25","-1.1","42,578","96,696,390","2,300","2,320","2,245","14,885,000,000","0.00","6,500,000",,,
2310,019490,하이트론,"2,690","-185","-6.4","38,022","105,432,930","2,875","2,880","2,615","14,877,677,150","0.00","5,530,735",,,
2311,109070,컨버즈,"4,100","0","0.0","0","0","0","0","0","14,721,078,700","0.00","3,590,507",,,
2312,224810,엄지하우스,"3,500","0","0.0","8","28,000","3,500","3,500","3,500","14,700,000,000","0.00","4,200,000",,,
2313,008500,일정실업,"11,950","-1,050","-8.1","931","11,505,150","13,000","13,000","11,950","14,340,000,000","0.00","1,200,000",,,
2314,267060,명진홀딩스,"1,775","0","0.0","3","5,325","1,775","1,775","1,775","14,332,938,625","0.00","8,074,895",,,
2315,243870,굿센,"9,800","-140","-1.4","11","95,300","8,550","9,800","8,550","14,287,919,800","0.00","1,457,951",,,
2316,007815,코리아써우,"4,800","-500","-9.4","8,799","42,628,535","5,300","5,300","4,730","14,230,512,000","0.00","2,964,690",,,
2317,033790,스카이문스테크놀로지,"829","0","0.0","0","0","0","0","0","14,190,075,900","0.00","17,117,100",,,
2318,015260,에이엔피,"170","1","0.6","409,607","68,982,123","170","174","164","14,073,427,560","0.00","82,784,868",,,
2319,001065,JW중외제약우,"81,600","-4,500","-5.2","25,374","2,122,754,300","86,800","87,600","80,400","14,064,657,600","0.00","172,361",,,
2320,35320K,대덕전자1우,"6,710","-390","-5.5","46,600","313,720,780","7,160","7,160","6,550","14,060,932,490","0.00","2,095,519",,,
2321,004835,덕성우,"10,000","-600","-5.7","115,446","1,160,013,500","10,400","10,650","9,540","13,920,000,000","0.00","1,392,000",,,
2322,103230,에스앤더블류,"1,925","-55","-2.8","22,256","42,780,665","1,980","2,030","1,870","13,860,000,000","0.00","7,200,000",,,
2323,288490,나라소프트,"453","3","0.7","74,569","34,553,552","406","498","406","13,807,440,000","0.00","30,480,000",,,
2324,299670,에스엠비나,"2,525","-445","-15.0","2,096","5,320,475","2,600","2,700","2,525","13,761,250,000","0.00","5,450,000",,,
2325,002025,코오롱우,"12,750","-250","-1.9","14,218","178,024,600","12,950","12,950","12,200","13,723,972,500","0.00","1,076,390",,,
