순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
2326,113810,디젠스,"419","-10","-2.3","247,318","104,530,460","432","436","416","13,671,153,369","0.00","32,628,051",,,
2327,340360,유안타제6호스팩,"1,985","-15","-0.8","11,645","23,100,395","1,985","1,990","1,980","13,587,325,000","0.00","6,845,000",,,
2328,052190,이에스에이,"295","0","0.0","0","0","0","0","0","13,511,445,155","0.00","45,801,509",,,
2329,354230,폭스소프트,"22,250","-1,650","-6.9","101","2,248,000","23,000","23,000","22,250","13,350,000,000","0.00","600,000",,,
2330,005030,부산주공,"314","-21","-6.3","1,224,098","394,848,738","342","342","308","13,322,911,670","0.00","42,429,655",,,
2331,114920,대주이엔티,"3,790","-10","-0.3","0","0","0","0","0","13,149,405,000","0.00","3,469,500",,,
2332,194510,파티게임즈,"536","0","0.0","0","0","0","0","0","13,125,755,600","0.00","24,488,350",,,
2333,328380,미래에셋대우스팩3호,"2,010","0","0.0","8,576","17,169,595","2,015","2,015","2,000","13,028,820,000","0.00","6,482,000",,,
2334,339950,엔에이치스팩15호,"1,990","-20","-1.0","96,667","191,367,495","2,035","2,035","1,960","13,014,600,000","0.00","6,540,000",,,
2335,327970,케어룸의료산업,"13,000","0","0.0","0","0","0","0","0","13,000,000,000","0.00","1,000,000",,,
2336,342550,케이비제20호스팩,"1,990","-10","-0.5","8,791","17,514,835","1,995","2,000","1,990","12,936,990,000","0.00","6,501,000",,,
2337,003535,한화투자증권우,"2,625","-180","-6.4","114,391","301,775,320","2,800","2,800","2,550","12,600,000,000","0.00","4,800,000",,,
2338,028040,미래SCI,"279","0","0.0","0","0","0","0","0","12,549,281,058","0.00","44,979,502",,,
2339,069330,유아이디,"1,055","0","0.0","0","0","0","0","0","12,541,620,560","0.00","11,887,792",,,
2340,004545,깨끗한나라우,"34,000","2,750","8.8","382,493","13,561,036,150","33,400","38,800","32,000","12,449,440,000","0.00","366,160",,,
2341,101680,한국정밀기계,"1,455","-40","-2.7","50,401","71,169,995","1,515","1,515","1,365","12,227,820,000","0.00","8,404,000",,,
2342,258050,테크트랜스,"1,680","-10","-0.6","74","107,165","1,445","1,680","1,445","12,088,512,240","0.00","7,195,543",,,
2343,004255,NPC우,"2,240","-45","-2.0","14,809","32,865,575","2,220","2,265","2,200","11,827,200,000","0.00","5,280,000",,,
2344,336060,유안타제5호스팩,"1,980","-10","-0.5","6,538","12,928,820","1,985","1,985","1,975","11,741,400,000","0.00","5,930,000",,,
2345,335890,IBKS제11호스팩,"2,395","-105","-4.2","118,518","286,563,390","2,480","2,530","2,325","11,472,050,000","0.00","4,790,000",,,
2346,340350,SK6호스팩,"2,005","0","0.0","501","997,005","1,990","2,005","1,990","11,448,550,000","0.00","5,710,000",,,
2347,317320,한화에스비아이스팩,"2,600","-85","-3.2","82,602","215,041,620","2,695","2,710","2,530","11,336,000,000","0.00","4,360,000",,,
2348,002995,금호산업우,"38,500","-1,050","-2.6","9,813","377,229,550","39,400","40,000","37,500","11,252,241,000","0.00","292,266",,,
2349,311060,엘에이티,"4,400","0","0.0","0","0","0","0","0","11,239,844,000","0.00","2,554,510",,,
2350,336570,대신밸런스제8호스팩,"2,000","0","0.0","7,909","15,798,205","2,000","2,000","1,995","11,220,000,000","0.00","5,610,000",,,
2351,217320,썬테크,"10,600","0","0.0","0","0","0","0","0","11,130,000,000","0.00","1,050,000",,,
2352,004985,성신양회우,"15,000","-1,350","-8.3","113,400","1,707,513,350","16,300","16,350","14,450","11,034,675,000","0.00","735,645",,,
2353,004415,서울식품우,"4,960","-220","-4.2","98,000","498,970,445","5,180","5,320","4,900","11,033,520,000","0.00","2,224,500",,,
2354,317030,케이비17호스팩,"2,015","0","0.0","5,720","11,455,545","2,015","2,015","2,000","11,003,915,000","0.00","5,461,000",,,
2355,050540,한국코퍼레이션,"282","0","0.0","0","0","0","0","0","10,937,537,226","0.00","38,785,593",,,
2356,092590,럭스피아,"1,495","-25","-1.6","0","0","0","0","0","10,900,191,510","0.00","7,291,098",,,
2357,058220,아리온,"275","0","0.0","0","0","0","0","0","10,717,917,100","0.00","38,974,244",,,
2358,012205,계양전기우,"7,580","-600","-7.3","78,347","605,142,700","8,150","8,210","7,490","10,612,000,000","0.00","1,400,000",,,
2359,053060,세동,"494","-30","-5.7","251,003","123,824,727","524","525","480","10,577,034,000","0.00","21,411,000",,,
2360,038160,팍스넷,"862","0","0.0","0","0","0","0","0","10,551,204,112","0.00","12,240,376",,,
2361,351340,IBKS제13호스팩,"2,030","0","0.0","38,146","77,436,250","2,025","2,030","2,025","10,495,100,000","0.00","5,170,000",,,
2362,291210,한국제7호스팩,"2,070","0","0.0","0","0","0","0","0","10,474,200,000","0.00","5,060,000",,,
2363,332290,대신밸런스제7호스팩,"2,000","-10","-0.5","542","1,084,025","2,015","2,015","2,000","10,410,000,000","0.00","5,205,000",,,
2364,307070,SK4호스팩,"2,010","0","0.0","61","122,660","2,015","2,015","2,010","10,371,600,000","0.00","5,160,000",,,
2365,307750,대신밸런스제6호스팩,"2,060","0","0.0","0","0","0","0","0","10,320,600,000","0.00","5,010,000",,,
2366,004105,태양금속우,"3,105","-225","-6.8","104,223","334,027,090","3,350","3,410","3,070","10,246,500,000","0.00","3,300,000",,,
2367,005725,넥센우,"2,800","-210","-7.0","63,716","180,566,995","2,970","2,970","2,800","10,081,680,000","0.00","3,600,600",,,
2368,340120,하이제5호스팩,"2,000","0","0.0","6,779","13,490,730","1,995","2,000","1,990","10,040,000,000","0.00","5,020,000",,,
2369,333050,신한제6호스팩,"1,995","-5","-0.2","16,024","32,057,900","2,000","2,005","1,995","9,994,950,000","0.00","5,010,000",,,
2370,285770,라이프사이언스테크놀로지,"3,100","-195","-5.9","844","2,374,650","3,100","3,100","2,810","9,898,300,000","0.00","3,193,000",,,
2371,199290,바이오프로테크,"2,930","0","0.0","0","0","0","0","0","9,571,724,000","0.00","3,266,800",,,
2372,309930,삼성머스트스팩3호,"2,080","5","0.2","75,484","156,299,280","2,095","2,110","2,040","9,547,200,000","0.00","4,590,000",,,
2373,162120,루켄테크놀러지스,"5,800","-10","-0.2","1,053","5,202,680","4,940","5,800","4,940","9,540,924,600","0.00","1,644,987",,,
2374,329020,오션스톤,"11,900","-1,050","-8.1","2","23,400","11,500","11,900","11,500","9,520,000,000","0.00","800,000",,,
2375,341160,하나금융15호스팩,"2,020","-5","-0.2","28,167","56,797,410","2,030","2,030","2,015","9,514,200,000","0.00","4,710,000",,,
2376,307870,상상인이안1호스팩,"2,000","0","0.0","5,292","10,557,565","2,000","2,000","1,995","9,500,000,000","0.00","4,750,000",,,
2377,307160,하나머스트제6호스팩,"2,055","-10","-0.5","44,519","91,042,065","2,085","2,085","2,035","9,432,450,000","0.00","4,590,000",,,
2378,340440,한화플러스제1호스팩,"1,990","-5","-0.2","6,068","12,073,360","1,995","1,995","1,985","9,372,900,000","0.00","4,710,000",,,
2379,313750,유안타제4호스팩,"2,010","0","0.0","5,021","10,042,130","2,010","2,010","2,000","9,346,500,000","0.00","4,650,000",,,
2380,226350,아이엠텍,"214","0","0.0","0","0","0","0","0","9,318,361,858","0.00","43,543,747",,,
2381,001067,JW중외제약2우B,"103,000","-14,000","-12.0","21,623","2,269,042,000","111,000","111,000","100,000","9,308,522,000","0.00","90,374",,,
2382,322780,DB금융스팩7호,"2,040","0","0.0","0","0","0","0","0","9,282,000,000","0.00","4,550,000",,,
2383,223220,아이피몬스터,"512","0","0.0","0","0","0","0","0","9,258,818,560","0.00","18,083,630",,,
2384,011155,CJ씨푸드1우,"45,800","-650","-1.4","23,599","1,073,512,350","46,200","48,800","43,500","9,160,000,000","0.00","200,000",,,
2385,001795,대한제당우,"14,000","-50","-0.4","1,459","20,133,500","14,100","14,100","13,700","9,075,864,000","0.00","648,276",,,
2386,208850,이비테크,"3,995","300","8.1","719","2,998,060","3,145","4,240","3,145","9,013,718,750","0.00","2,256,250",,,
2387,299170,IBKS제10호스팩,"2,080","-150","-6.7","295,201","626,048,185","2,240","2,240","2,065","9,006,400,000","0.00","4,330,000",,,
2388,222160,바이옵트로,"1,595","-85","-5.1","11","15,895","1,430","1,595","1,430","8,991,534,970","0.00","5,637,326",,,
2389,317240,하이제4호스팩,"2,040","0","0.0","0","0","0","0","0","8,976,000,000","0.00","4,400,000",,,
2390,084440,유비온,"2,990","5","0.2","101","301,995","2,995","2,995","2,990","8,961,349,930","0.00","2,997,107",,,
2391,332710,하나금융14호스팩,"2,030","-5","-0.2","6,869","13,910,000","2,035","2,035","2,025","8,952,300,000","0.00","4,410,000",,,
2392,351320,IBKS제14호스팩,"2,060","-5","-0.2","5,200","10,663,010","2,065","2,065","2,050","8,919,800,000","0.00","4,330,000",,,
2393,333430,미래에셋대우스팩4호,"2,005","5","0.2","6,150","12,269,460","2,010","2,010","1,990","8,801,950,000","0.00","4,390,000",,,
2394,000227,유유제약2우B,"53,500","-4,500","-7.8","23,784","1,351,950,100","56,200","60,000","53,500","8,778,280,000","0.00","164,080",,,
2395,353190,엔에이치스팩16호,"2,035","0","0.0","204","412,150","2,040","2,040","2,020","8,770,850,000","0.00","4,310,000",,,
2396,330990,케이비제19호스팩,"2,015","0","0.0","5,001","10,027,015","2,005","2,015","2,005","8,666,515,000","0.00","4,301,000",,,
2397,337450,SK5호스팩,"2,005","-10","-0.5","354","711,515","2,010","2,010","2,005","8,641,550,000","0.00","4,310,000",,,
2398,344050,신영스팩6호,"2,000","0","0.0","3,713","7,426,000","2,000","2,000","2,000","8,610,000,000","0.00","4,305,000",,,
2399,323230,신한제5호스팩,"1,995","5","0.2","19,053","37,976,820","1,985","2,020","1,985","8,598,450,000","0.00","4,310,000",,,
2400,353070,에이치엠씨제4호스팩,"1,995","0","0.0","104","205,965","1,980","1,995","1,980","8,598,450,000","0.00","4,310,000",,,
2401,195440,퓨전,"2,075","0","0.0","0","0","0","0","0","8,582,183,400","0.00","4,135,992",,,
2402,287410,유안타제3호스팩,"2,025","0","0.0","3,106","6,269,650","2,025","2,025","2,015","8,575,875,000","0.00","4,235,000",,,
2403,279060,이노벡스,"1,400","0","0.0","11,702","15,666,010","1,490","1,490","1,300","8,510,833,800","0.00","6,079,167",,,
2404,006345,대원전선우,"3,100","-235","-7.0","50,093","158,936,915","3,445","3,445","3,055","8,125,720,000","0.00","2,621,200",,,
2405,343510,하나금융16호스팩,"2,020","0","0.0","12,644","25,553,380","2,025","2,025","2,020","8,100,200,000","0.00","4,010,000",,,
2406,331380,유진스팩5호,"2,010","0","0.0","5,332","10,664,025","2,010","2,010","2,000","8,060,100,000","0.00","4,010,000",,,
2407,307280,교보8호스팩,"2,165","0","0.0","0","0","0","0","0","8,053,800,000","0.00","3,720,000",,,
2408,270020,이십일스토어,"2,580","0","0.0","0","0","0","0","0","8,030,526,060","0.00","3,112,607",,,
2409,000145,하이트진로홀딩스우,"16,800","-700","-4.0","3,568","60,968,550","17,900","17,900","16,800","7,909,608,000","0.00","470,810",,,
2410,014825,동원시스템즈우,"29,750","-1,650","-5.2","324","9,886,150","31,650","31,650","29,600","7,894,400,500","0.00","265,358",,,
2411,140290,청광건설,"746","-4","-0.5","0","0","0","0","0","7,874,104,600","0.00","10,555,100",,,
2412,331520,교보9호스팩,"2,005","-5","-0.2","3,102","6,204,510","2,005","2,005","2,000","7,779,400,000","0.00","3,880,000",,,
2413,121060,유니포인트,"1,300","-30","-2.3","202","235,000","1,335","1,335","1,155","7,776,171,000","0.00","5,981,670",,,
2414,004565,현대비앤지스틸우,"70,500","-7,100","-9.2","5,241","380,568,700","77,500","77,500","70,400","7,744,566,000","0.00","109,852",,,
2415,329560,상상인이안제2호스팩,"1,995","-5","-0.2","5,119","10,175,375","1,985","2,000","1,985","7,680,750,000","0.00","3,850,000",,,
2416,003075,코오롱글로벌우,"24,150","-1,700","-6.6","13,037","319,734,800","25,300","25,850","23,800","7,554,192,450","0.00","312,803",,,
2417,033600,럭슬,"179","0","0.0","0","0","0","0","0","7,308,230,437","0.00","40,828,103",,,
2418,000995,DB하이텍1우,"65,000","-5,200","-7.4","4,520","300,340,700","69,300","69,300","65,000","7,300,540,000","0.00","112,316",,,
2419,00806K,대덕1우,"6,010","-350","-5.5","15,761","95,561,940","6,110","6,370","6,000","7,286,265,570","0.00","1,212,357",,,
2420,311270,키움제5호스팩,"2,010","0","0.0","18","36,155","2,010","2,010","2,005","7,236,000,000","0.00","3,600,000",,,
2421,185190,수프로,"1,950","240","14.0","237","352,410","1,485","1,950","1,485","7,206,127,500","0.00","3,695,450",,,
2422,349720,이베스트스팩5호,"1,990","0","0.0","18,513","36,747,820","1,985","1,990","1,980","7,203,800,000","0.00","3,620,000",,,
2423,189350,코셋,"1,800","-225","-11.1","1,563","2,819,640","1,760","1,900","1,760","7,200,000,000","0.00","4,000,000",,,
2424,323280,신영스팩5호,"2,035","-15","-0.7","6,038","12,337,160","2,050","2,050","2,035","7,132,675,000","0.00","3,505,000",,,
2425,202960,판도라티비,"592","-73","-11.0","419","248,605","760","760","585","7,054,024,544","0.00","11,915,582",,,
2426,310840,엔에이치스팩13호,"2,060","0","0.0","0","0","0","0","0","7,045,200,000","0.00","3,420,000",,,
2427,114570,지스마트글로벌,"620","0","0.0","0","0","0","0","0","7,030,424,280","0.00","11,339,394",,,
2428,321260,유진스팩4호,"2,000","-10","-0.5","16,879","33,643,595","2,000","2,000","1,990","6,980,000,000","0.00","3,490,000",,,
2429,005965,동부건설우,"30,750","-1,950","-6.0","5,228","160,580,600","32,700","32,700","30,000","6,941,259,000","0.00","225,732",,,
2430,310870,한국제8호스팩,"2,020","0","0.0","2","4,040","2,020","2,020","2,020","6,908,400,000","0.00","3,420,000",,,
2431,005745,크라운해태홀딩스우,"11,300","-850","-7.0","18,116","208,740,550","12,150","12,150","11,100","6,788,203,800","0.00","600,726",,,
2432,271780,비엔에프코퍼레이션,"2,100","0","0.0","0","0","0","0","0","6,783,000,000","0.00","3,230,000",,,
2433,121890,에스디시스템,"739","0","0.0","0","0","0","0","0","6,686,160,142","0.00","9,047,578",,,
2434,335870,IBKS제12호스팩,"2,135","0","0.0","0","0","0","0","0","6,661,200,000","0.00","3,120,000",,,
2435,080440,에스제이케이,"498","0","0.0","0","0","0","0","0","6,636,328,080","0.00","13,325,960",,,
2436,103660,씨앗,"1,605","-5","-0.3","0","0","0","0","0","6,608,555,400","0.00","4,117,480",,,
2437,014285,금강공업우,"11,200","-1,000","-8.2","48,011","549,475,600","12,300","12,300","11,000","6,606,600,000","0.00","589,875",,,
2438,266870,파워풀엑스,"1,030","31","3.1","3,607","3,509,431","976","1,030","970","6,600,940,400","0.00","6,408,680",,,
2439,084695,대상홀딩스우,"7,110","-390","-5.2","17,757","129,306,540","7,450","7,500","6,910","6,494,857,020","0.00","913,482",,,
2440,323210,이베스트이안스팩1호,"1,995","0","0.0","11,095","22,122,010","2,000","2,000","1,985","6,384,000,000","0.00","3,200,000",,,
2441,271850,다이오진,"2,030","-275","-11.9","10,380","21,021,245","2,000","2,310","1,960","6,339,690,000","0.00","3,123,000",,,
2442,26490K,크라운제과우,"8,180","-460","-5.3","30,623","250,066,760","8,650","8,690","7,800","6,327,720,800","0.00","773,560",,,
2443,086460,에스엔피제네틱스,"3,400","-50","-1.4","0","0","0","0","0","6,201,090,000","0.00","1,823,850",,,
2444,014915,성문전자우,"10,300","-300","-2.8","13,198","137,056,700","10,750","10,750","10,250","6,180,000,000","0.00","600,000",,,
2445,183410,골프존데카,"1,500","-175","-10.4","2,654","3,785,175","1,425","1,500","1,425","6,166,741,500","0.00","4,111,161",,,
2446,347140,케이프이에스제4호,"2,035","15","0.7","8,029","16,174,350","2,020","2,035","2,005","6,123,315,000","0.00","3,009,000",,,
2447,090355,노루페인트우,"13,200","-800","-5.7","33,997","457,499,600","14,000","14,200","12,800","6,113,263,200","0.00","463,126",,,
2448,158310,스타모빌리티,"505","0","0.0","0","0","0","0","0","6,096,179,210","0.00","12,071,642",,,
2449,021045,대호피앤씨우,"1,425","-95","-6.2","163,009","237,876,430","1,510","1,520","1,415","6,045,514,050","0.00","4,242,466",,,
2450,001755,한양증권우,"11,450","-750","-6.2","13,317","153,351,350","12,400","12,400","11,200","6,011,250,000","0.00","525,000",,,
2451,308700,테크엔,"1,485","190","14.7","325","482,140","1,105","1,485","1,105","5,940,000,000","0.00","4,000,000",,,
2452,016385,KG동부제철우,"111,000","-7,000","-5.9","3,786","417,796,000","117,500","117,500","107,500","5,925,735,000","0.00","53,385",,,
2453,08537M,루트로닉3우C,"7,990","-180","-2.2","613","4,875,450","8,370","8,370","7,650","5,782,259,130","0.00","723,687",,,
2454,032685,소프트센우,"39,600","-2,100","-5.0","7,309","288,276,450","41,650","41,650","38,500","5,657,137,200","0.00","142,857",,,
2455,270210,에스알바이오텍,"6,900","0","0.0","76","457,400","6,000","6,900","6,000","5,566,975,200","0.00","806,808",,,
2456,116100,태양기계,"884","-5","-0.6","10","8,840","884","884","884","5,516,147,624","0.00","6,239,986",,,
2457,210120,빅텐츠,"2,895","-50","-1.7","142","372,995","2,995","2,995","2,600","5,486,025,000","0.00","1,895,000",,,
2458,240340,인터코스,"1,595","0","0.0","2,610","3,577,940","1,370","1,595","1,370","5,337,385,185","0.00","3,346,323",,,
2459,002785,진흥기업우B,"5,450","-140","-2.5","16,581","90,707,460","5,620","5,620","5,430","4,671,838,100","0.00","857,218",,,
2460,00781K,코리아써키트2우B,"5,860","-530","-8.3","8,051","47,555,630","6,390","6,490","5,800","4,592,476,140","0.00","783,699",,,
2461,225850,미애부,"1,365","0","0.0","0","0","0","0","0","4,548,634,545","0.00","3,332,333",,,
2462,215050,비엔디생활건강,"2,120","-10","-0.5","210","384,590","1,830","2,120","1,830","4,497,931,920","0.00","2,121,666",,,
2463,242350,피엔아이컴퍼니,"940","90","10.6","452","367,830","940","940","777","4,475,828,800","0.00","4,761,520",,,
